id,kind,src,video,poem,type,work,title,prompt
P065_a-light_41,image,cut/out/thumbs/P065_a-light_41.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_41,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_43,image,cut/out/thumbs/P065_a-light_43.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_43,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_44,image,cut/out/thumbs/P065_a-light_44.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_44,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_45,image,cut/out/thumbs/P065_a-light_45.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_45,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_47,image,cut/out/thumbs/P065_a-light_47.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_47,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_48,image,cut/out/thumbs/P065_a-light_48.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_48,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_49,image,cut/out/thumbs/P065_a-light_49.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_49,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_51,image,cut/out/thumbs/P065_a-light_51.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_51,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_0,image,cut/out/thumbs/P065_a-neon-sign_0.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_0,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_1,image,cut/out/thumbs/P065_a-neon-sign_1.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_1,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_2,image,cut/out/thumbs/P065_a-neon-sign_2.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_2,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_3,image,cut/out/thumbs/P065_a-neon-sign_3.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_3,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_4,image,cut/out/thumbs/P065_a-neon-sign_4.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_4,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_5,image,cut/out/thumbs/P065_a-neon-sign_5.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_5,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_6,image,cut/out/thumbs/P065_a-neon-sign_6.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_6,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_7,image,cut/out/thumbs/P065_a-neon-sign_7.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_7,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_8,image,cut/out/thumbs/P065_a-neon-sign_8.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_8,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-neon-sign_9,image,cut/out/thumbs/P065_a-neon-sign_9.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P065_a-neon-sign_9,"""a neon sign"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-lamp_0,image,cut/out/thumbs/P065_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P065_a-lamp_0,"""a lamp"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-wall_0,image,cut/out/thumbs/P065_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P065_a-wall_0,"""a wall"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-wall_1,image,cut/out/thumbs/P065_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P065_a-wall_1,"""a wall"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-road_0,image,cut/out/thumbs/P065_a-road_0.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P065_a-road_0,"""a road"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_the-sky_0,image,cut/out/thumbs/P065_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P065_the-sky_0,"""the sky"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_0,image,cut/out/thumbs/P066_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_0,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_1,image,cut/out/thumbs/P066_a-person_1.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_1,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_2,image,cut/out/thumbs/P066_a-person_2.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_2,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_3,image,cut/out/thumbs/P066_a-person_3.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_3,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_4,image,cut/out/thumbs/P066_a-person_4.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_4,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_5,image,cut/out/thumbs/P066_a-person_5.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_5,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_6,image,cut/out/thumbs/P066_a-person_6.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_6,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_7,image,cut/out/thumbs/P066_a-person_7.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_7,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_8,image,cut/out/thumbs/P066_a-person_8.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_8,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_9,image,cut/out/thumbs/P066_a-person_9.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_9,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_10,image,cut/out/thumbs/P066_a-person_10.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_10,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_11,image,cut/out/thumbs/P066_a-person_11.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_11,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_12,image,cut/out/thumbs/P066_a-person_12.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_12,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_13,image,cut/out/thumbs/P066_a-person_13.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_13,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_14,image,cut/out/thumbs/P066_a-person_14.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_14,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_15,image,cut/out/thumbs/P066_a-person_15.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_15,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_16,image,cut/out/thumbs/P066_a-person_16.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_16,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-person_17,image,cut/out/thumbs/P066_a-person_17.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P066_a-person_17,"""a person"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-human-face_0,image,cut/out/thumbs/P066_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P066_a-human-face_0,"""a human face"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-human-face_1,image,cut/out/thumbs/P066_a-human-face_1.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P066_a-human-face_1,"""a human face"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-human-face_2,image,cut/out/thumbs/P066_a-human-face_2.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P066_a-human-face_2,"""a human face"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-human-face_3,image,cut/out/thumbs/P066_a-human-face_3.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P066_a-human-face_3,"""a human face"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-hand_0,image,cut/out/thumbs/P066_a-hand_0.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P066_a-hand_0,"""a hand"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-hand_1,image,cut/out/thumbs/P066_a-hand_1.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P066_a-hand_1,"""a hand"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-hand_3,image,cut/out/thumbs/P066_a-hand_3.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P066_a-hand_3,"""a hand"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-hand_7,image,cut/out/thumbs/P066_a-hand_7.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P066_a-hand_7,"""a hand"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-hand_9,image,cut/out/thumbs/P066_a-hand_9.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P066_a-hand_9,"""a hand"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P066_a-window_1,image,cut/out/thumbs/P066_a-window_1.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P066_a-window_1,"""a window"" — cut from P066. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
